,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price
412,3,3,2,1,3,5,5,0,2,1,0,2,3,0,0,74190
413,5,5,2,1,3,1,1,0,2,1,0,2,0,0,1,64990
414,5,5,2,0,3,1,1,3,2,1,0,2,2,1,0,155411
415,5,5,2,0,3,1,1,3,2,1,0,2,2,1,0,125394
416,7,7,2,1,3,1,1,1,2,1,0,0,3,0,0,49990
417,7,7,2,1,3,1,1,1,2,1,0,2,0,0,0,46990
418,3,3,2,1,3,1,1,1,2,1,0,2,0,0,1,48990
419,7,7,2,5,3,1,1,1,2,1,1,0,0,0,1,59999
420,1,1,2,0,3,1,1,1,2,1,0,2,0,0,0,46990
421,6,6,2,0,3,1,1,1,2,1,2,0,1,0,0,52990
422,5,5,2,4,3,1,1,1,2,0,1,0,3,0,0,57999
423,5,5,2,3,3,0,0,1,2,1,0,0,3,0,0,52490
424,5,5,2,5,3,1,1,1,2,1,2,0,0,0,0,56990
425,7,7,2,5,3,1,1,1,2,1,1,2,0,0,0,61990
426,3,3,2,1,3,1,1,1,2,0,0,0,3,0,0,58090
427,1,1,2,0,3,1,1,1,2,1,0,0,3,0,0,56990
428,7,7,2,5,3,1,1,1,2,1,0,2,0,0,0,61597
429,1,1,2,5,3,1,1,1,2,1,0,2,3,0,0,81990
430,1,1,2,0,3,1,1,1,2,1,0,0,3,0,0,61249
431,3,3,2,1,3,1,1,1,2,0,0,0,3,0,0,58990
432,1,1,2,0,3,1,1,1,2,1,1,0,3,0,0,83990
433,6,6,2,0,3,4,4,3,0,0,3,0,3,0,0,291190
434,6,6,2,0,3,4,4,3,0,0,3,0,3,0,0,145990
435,6,6,2,0,3,4,4,3,0,0,4,0,3,0,0,179990
436,4,4,2,5,3,1,1,1,2,1,1,0,0,0,1,64990
437,4,4,2,5,3,1,1,1,2,1,0,0,0,0,0,46790
438,4,4,2,4,2,1,1,1,2,1,0,0,0,0,0,44599
439,7,7,2,5,3,1,1,1,2,1,1,0,0,0,0,72964
440,4,4,2,0,3,1,1,1,2,0,0,0,0,0,1,48790
441,7,7,2,0,3,1,1,1,2,1,1,0,0,0,0,56491
442,1,1,2,1,3,1,1,1,2,0,0,0,0,0,1,50990
443,1,1,2,0,3,1,1,1,2,1,2,1,3,0,0,55990
444,7,7,2,1,3,1,1,1,2,1,0,0,0,0,0,57990
445,1,1,2,1,3,1,1,1,2,1,0,0,0,0,0,52990
446,3,3,2,1,3,1,1,1,2,1,0,0,0,0,0,57990
447,7,7,2,1,3,1,1,1,2,1,0,2,0,0,0,56990
448,7,7,2,1,3,1,1,1,2,1,0,0,3,0,0,55490
449,3,3,2,1,3,1,1,1,2,1,1,0,0,0,0,62490
450,1,1,2,1,0,1,1,1,2,1,0,0,0,0,0,64990
451,5,5,2,1,3,1,1,1,2,1,1,0,0,0,1,59990
452,1,1,2,1,3,1,1,1,2,1,1,0,0,0,1,60190
453,1,1,2,6,3,1,1,1,2,1,2,1,3,0,0,54490
454,5,5,2,6,3,1,1,1,2,1,2,0,0,0,1,60990
455,3,3,2,1,2,1,1,1,2,1,0,2,0,0,1,55790
456,1,1,2,1,0,1,1,1,2,1,0,0,0,0,1,64990
457,1,1,2,1,0,1,1,1,2,1,0,2,3,0,0,58990
458,3,3,2,1,3,1,1,1,2,1,0,2,0,0,1,54990
459,4,4,2,1,3,1,1,1,2,1,2,1,0,0,1,71990
460,3,3,2,1,3,1,1,1,2,1,1,0,0,0,0,69900
461,5,5,2,1,3,1,1,1,2,1,1,0,0,0,1,65990
462,1,1,2,1,3,1,1,1,2,1,0,0,0,0,0,49990
463,3,3,2,1,3,1,1,1,2,1,0,2,0,0,1,58990
464,5,5,2,0,3,1,1,1,2,1,2,1,3,0,0,74590
465,1,1,2,0,3,1,1,1,2,0,1,0,3,0,0,58990
466,1,1,2,1,3,1,1,1,2,1,0,0,0,0,0,64990
467,3,3,2,1,3,1,1,1,2,1,1,0,3,0,0,66490
468,3,3,2,0,3,1,1,1,2,1,2,0,3,0,0,77900
469,3,3,2,1,3,1,1,1,2,1,1,0,3,0,0,67490
470,3,3,2,1,3,1,1,1,2,1,0,2,0,0,1,61990
471,3,3,2,1,3,1,1,1,2,1,0,0,0,0,1,58990
472,5,5,2,0,3,1,1,1,2,1,2,1,3,0,0,74999
473,1,1,2,1,3,1,1,1,2,1,0,0,0,0,1,68900
474,3,3,2,1,3,1,1,1,2,1,1,0,3,0,0,71695
475,7,7,2,1,0,1,1,1,2,1,0,0,3,0,0,62490
476,3,3,2,5,3,1,1,2,2,1,1,0,0,0,1,62317
477,6,6,2,0,3,4,4,3,0,0,4,0,3,0,0,207290
478,3,3,3,5,0,1,1,0,2,1,2,0,0,0,1,87990
479,2,2,3,5,3,1,1,0,2,1,0,2,3,0,0,73990
485,1,1,3,0,0,1,1,0,2,1,0,0,0,0,0,57990
486,1,1,3,0,3,1,1,0,2,1,2,1,3,0,0,61990
487,6,6,3,0,0,1,1,0,2,1,2,0,1,0,0,79990
488,5,5,3,0,3,1,1,0,2,1,2,1,0,0,1,68990
489,5,5,3,1,0,1,1,0,2,1,0,0,0,1,1,85990
490,5,5,3,1,0,1,1,0,2,1,2,0,0,0,1,99990
491,1,1,3,1,3,1,1,0,2,1,0,0,0,0,1,77990
492,5,5,3,1,3,1,1,0,2,1,2,1,3,0,0,79990
493,4,4,3,1,0,1,1,0,2,1,2,0,0,0,1,93190
494,1,1,3,1,0,5,5,0,2,1,0,0,0,0,1,94990
495,5,5,3,1,0,1,1,0,2,1,0,0,2,1,1,84990
496,6,6,3,0,3,1,1,0,2,1,0,2,3,0,0,57990
497,4,4,3,1,0,1,1,0,2,1,0,0,0,1,1,102990
498,3,3,3,1,0,1,1,0,2,1,2,0,0,0,0,99990
499,1,1,3,1,0,1,1,0,2,1,2,1,3,0,0,94990
500,4,4,3,1,0,1,1,0,2,1,0,0,0,1,1,104000
501,6,6,3,1,0,1,1,0,2,1,1,0,3,0,0,76990
502,4,4,3,1,0,1,1,0,2,1,2,1,0,0,1,90190
503,5,5,3,1,0,1,1,0,2,0,0,0,3,1,0,88488
504,6,6,3,0,0,1,1,0,2,1,2,0,0,0,0,109990
505,6,6,3,1,0,1,1,0,2,1,2,0,3,0,0,86990
506,6,6,3,1,0,5,5,0,2,1,0,0,0,0,0,89990
507,4,4,3,0,0,3,3,0,2,1,0,0,0,1,1,239759
508,1,1,3,1,0,1,1,0,2,1,1,0,0,0,1,78990
509,3,3,3,5,0,0,0,0,2,1,0,2,0,0,1,121890
510,1,1,3,5,0,3,3,0,2,1,0,2,0,0,0,85990
511,6,6,3,1,0,1,1,0,2,1,2,0,1,0,0,94990
512,4,4,3,1,0,1,1,0,2,1,2,1,0,0,1,92000
513,4,4,3,0,0,1,1,0,2,1,0,0,0,1,0,162990
514,3,3,3,1,0,5,5,0,2,1,0,2,0,0,1,135300
515,6,6,3,1,0,1,1,0,2,1,0,0,3,0,0,64990
516,5,5,3,0,0,1,1,0,2,1,0,2,2,0,0,174527
517,5,5,3,0,0,1,1,0,2,1,0,2,3,0,0,162299
518,3,3,3,0,0,1,1,0,2,1,0,0,0,1,1,109190
519,4,4,3,1,0,1,1,0,2,1,0,0,0,1,1,99999
520,6,6,3,0,0,1,1,0,2,1,1,0,0,0,0,104990
521,1,1,3,1,0,5,5,0,2,1,0,2,3,1,0,109990
522,1,1,3,5,0,0,0,0,2,1,0,2,0,0,0,99990
523,5,5,3,5,0,1,1,0,2,1,1,2,3,0,0,244801
524,1,1,3,1,0,5,5,0,2,1,0,2,3,0,0,94990
525,5,5,3,5,0,1,1,0,2,1,0,2,0,0,1,86000
526,5,5,3,0,0,1,1,0,2,0,1,0,3,0,0,162399
527,4,4,3,1,0,1,1,0,2,0,0,0,3,0,0,119599
528,5,5,3,0,0,3,3,0,2,1,0,2,3,0,0,211753
529,5,5,3,1,0,1,1,0,2,0,0,0,3,0,0,110999
531,1,1,3,5,3,3,3,0,2,1,0,2,0,0,0,81990
532,6,6,3,6,3,1,1,0,2,1,2,0,1,0,0,66990
533,6,6,3,0,0,1,1,0,2,1,3,0,1,0,0,84990
534,1,1,3,1,0,5,5,0,2,1,1,0,0,1,1,104990
535,1,1,3,1,0,5,5,0,2,1,0,0,0,1,0,134990
536,1,1,3,1,0,1,1,0,2,1,2,1,3,0,0,98990
537,4,4,3,0,0,1,1,0,2,1,3,0,0,0,1,144690
538,1,1,3,1,0,5,5,0,2,1,0,2,3,0,0,99990
539,6,6,3,1,0,1,1,0,2,1,3,0,1,0,0,119990
540,1,1,3,1,0,1,1,0,2,0,2,0,0,0,0,194990
541,1,1,3,0,0,3,3,0,2,1,1,0,0,0,1,124990
542,3,3,3,1,0,1,1,0,2,1,1,0,3,0,0,122410
543,4,4,3,0,0,1,1,0,2,1,0,0,0,1,0,179990
544,6,6,3,1,0,1,1,0,2,1,2,0,1,1,0,154990
545,5,5,3,1,0,5,5,0,2,1,0,0,0,0,1,122990
546,1,1,3,0,0,1,1,0,2,1,3,0,0,1,0,224990
547,6,6,3,2,0,2,2,0,2,1,4,0,3,0,0,279990
548,4,4,3,1,0,1,1,0,2,1,2,0,3,0,0,121990
549,4,4,3,1,0,1,1,0,2,1,2,0,3,0,0,116990
550,5,5,3,1,0,1,1,0,2,1,3,0,3,0,0,151098
551,6,6,3,1,0,1,1,0,2,1,4,0,1,0,0,129990
552,4,4,3,1,0,5,5,0,2,1,0,0,0,1,0,149999
553,6,6,3,2,0,1,1,0,2,1,3,0,3,0,0,139990
554,7,7,3,1,0,1,1,0,2,1,3,0,0,0,0,129990
555,4,4,3,1,0,1,1,0,2,1,4,0,0,0,1,171990
556,3,3,3,1,0,1,1,0,2,1,1,0,0,0,1,93955
557,1,1,3,0,0,1,1,0,2,1,4,0,3,0,0,234990
558,4,4,3,1,0,5,5,0,2,1,0,0,0,1,1,128500
559,5,5,3,1,0,1,1,0,2,1,0,0,0,1,1,102990
560,1,1,3,1,0,5,5,0,2,1,0,0,0,1,0,119990
561,1,1,3,1,0,1,1,0,2,0,3,0,3,0,0,120980
562,1,1,3,1,0,1,1,0,2,0,3,0,0,0,0,157249
563,5,5,3,6,0,1,1,0,2,1,2,2,3,0,0,229900
564,1,1,3,1,0,1,1,0,2,1,3,0,0,0,0,131500
565,1,1,3,0,0,3,3,0,2,1,0,0,3,0,0,154990
566,1,1,3,0,0,3,3,0,2,1,0,0,3,0,0,165990
567,5,5,3,0,0,5,5,0,2,1,0,2,3,0,0,119990
568,1,1,3,0,0,3,3,0,2,1,0,0,3,0,0,167990
569,4,4,3,1,0,5,5,0,2,1,0,0,0,1,0,165000
570,2,2,3,0,0,1,1,0,2,1,0,2,3,0,0,62990
571,5,5,3,1,0,4,4,0,2,1,0,0,0,0,1,85990
572,4,4,3,1,0,1,1,0,2,1,1,0,0,0,1,94990
573,4,4,3,1,0,1,1,0,2,1,3,0,0,0,1,136990
574,5,5,3,0,0,1,1,0,2,1,4,0,0,0,1,234990
575,7,7,3,0,0,1,1,0,2,1,4,0,0,0,0,159990
576,1,1,3,0,0,3,3,0,2,1,0,0,3,0,0,233990
577,1,1,3,0,0,1,1,1,2,1,1,0,3,0,0,93990
578,4,4,3,5,0,1,1,1,2,1,2,0,0,0,0,116941
579,6,6,3,0,3,1,1,1,2,1,2,0,1,0,0,63990
580,1,1,3,0,0,1,1,1,2,1,2,1,3,0,0,66990
581,1,1,3,1,0,1,1,1,2,0,0,2,3,0,0,82500
582,7,7,3,0,0,1,1,1,2,1,3,0,0,0,0,119990
583,6,6,3,0,0,1,1,1,2,1,2,0,2,0,0,159990
584,1,1,3,5,0,1,1,1,2,1,0,2,3,0,0,98912
585,7,7,3,1,0,1,1,1,2,1,2,0,0,0,0,92990
586,7,7,3,1,0,1,1,1,2,0,3,0,0,0,0,119990
587,7,7,4,1,1,1,1,0,2,1,4,0,0,0,0,169990
588,7,7,4,1,0,1,1,0,2,1,3,0,0,0,0,139990
589,6,6,4,1,0,1,1,0,2,1,3,0,3,0,0,192990
590,1,1,4,2,0,2,2,0,2,1,3,0,3,0,0,299990
591,1,1,4,0,0,1,1,0,2,1,3,0,0,1,0,269990
592,1,1,4,1,0,1,1,0,2,1,3,1,0,0,0,139990
593,5,5,4,0,0,1,1,0,2,0,4,0,3,0,0,265998
594,1,1,4,1,0,1,1,0,2,0,3,0,0,0,0,441990
595,6,6,2,0,3,4,4,3,0,0,2,0,3,0,0,86990
596,6,6,2,0,3,4,4,3,0,0,3,0,3,0,0,109990
597,6,6,2,0,3,4,4,3,0,0,2,0,3,0,0,109590
598,1,1,3,0,0,5,5,3,0,0,3,0,3,0,0,146490
599,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,85990
600,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,112990
601,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,104990
603,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,132990
606,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,149990
607,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,125990
608,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,103990
609,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,101990
610,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,104990
611,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,131990
612,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,128990
613,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,184990
614,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,225990
615,0,0,5,0,2,1,1,0,1,1,0,0,0,0,0,124990
617,0,0,5,0,3,1,1,0,1,1,0,0,0,0,0,149990
618,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,169990
620,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,243990
621,0,0,5,0,1,1,1,0,1,1,0,0,0,0,0,309990
623,1,1,6,7,2,5,5,3,2,1,0,0,3,0,0,45990
624,1,1,6,7,2,1,1,0,2,0,0,0,3,1,0,58100
625,1,1,6,7,3,5,5,0,2,1,0,0,0,1,0,62990
626,4,4,6,7,3,1,1,0,2,1,0,2,0,0,1,32990
627,1,1,6,7,2,1,1,0,2,1,0,2,0,0,1,33990
628,7,7,6,7,2,1,1,0,2,1,0,0,0,0,0,30990
629,3,3,6,7,2,1,1,0,2,1,0,2,0,0,0,36000
630,1,1,6,7,2,1,1,0,2,1,0,2,0,0,1,32990
631,3,3,6,7,2,1,1,0,2,1,0,0,0,0,0,35990
632,1,1,6,7,2,4,4,1,2,1,0,0,3,0,0,27990
633,1,1,6,7,2,1,1,1,2,1,0,0,0,0,0,25990
635,1,1,6,7,2,1,1,1,2,1,0,0,3,0,0,30780
636,4,4,7,7,3,1,1,0,2,1,0,2,0,0,0,37990
637,1,1,7,7,3,1,1,0,2,1,0,2,0,0,0,35990
638,3,3,7,7,3,1,1,0,2,1,0,2,3,0,0,39490
639,3,3,7,7,3,1,1,0,2,1,0,2,3,0,0,36990
640,3,3,7,7,3,1,1,0,2,1,0,2,0,0,0,39990
641,1,1,7,7,2,1,1,0,2,1,0,2,0,0,0,33690
642,3,3,7,7,3,1,1,0,2,1,0,2,3,0,0,40590
643,1,1,7,7,2,1,1,0,2,1,0,0,0,0,0,37990
644,1,1,7,7,2,1,1,0,2,1,0,2,0,0,1,34500
645,7,7,7,7,3,1,1,0,2,1,0,0,0,0,0,36990
646,4,4,7,7,3,1,1,0,2,1,0,2,3,0,0,43490
647,4,4,7,7,3,1,1,0,2,1,0,2,0,0,1,41490
648,7,7,7,7,2,1,1,0,2,1,0,0,3,0,0,34990
649,4,4,7,7,2,1,1,0,2,1,0,2,0,0,1,44490
650,3,3,7,7,2,1,1,0,2,1,0,2,3,0,0,40590
651,3,3,7,7,3,1,1,0,2,1,0,2,3,0,0,42090
652,3,3,7,7,3,1,1,1,2,1,0,2,0,0,1,35990
653,4,4,7,7,3,1,1,1,2,1,0,2,0,0,1,39490
654,3,3,7,7,3,1,1,1,2,1,0,2,3,0,0,37390
655,3,3,7,7,2,1,1,1,2,1,0,2,0,0,1,52632
656,3,3,7,7,2,1,1,1,2,1,0,0,0,0,1,39990
657,3,3,7,7,2,1,1,1,2,1,0,0,0,0,0,43990
658,4,4,7,7,2,1,1,1,2,1,0,0,0,0,0,32917
659,5,5,7,7,2,1,1,1,2,1,0,0,3,0,0,34990
660,3,3,7,7,3,1,1,1,2,1,0,2,3,0,0,39990
661,4,4,7,7,3,1,1,1,2,1,0,0,0,0,1,41999
662,3,3,8,7,3,1,1,0,2,1,0,0,0,0,1,41990
663,3,3,8,7,3,1,1,0,2,1,0,2,0,0,0,44490
665,3,3,8,7,3,1,1,0,2,1,0,2,0,0,1,44490
666,6,6,8,7,2,1,1,0,2,1,0,0,0,0,0,49990
667,3,3,8,7,2,1,1,0,2,1,0,2,0,0,0,44390
668,4,4,8,7,3,1,1,0,2,1,2,0,0,0,0,57990
669,5,5,8,7,3,1,1,0,2,1,2,1,0,0,1,56990
670,5,5,8,7,3,1,1,0,2,1,0,2,0,0,0,48990
671,4,4,8,7,3,1,1,0,2,1,0,2,0,0,1,49970
672,6,6,8,7,3,1,1,0,2,1,0,0,3,0,0,47990
673,4,4,8,7,3,1,1,0,2,1,0,2,0,0,1,48990
674,7,7,8,7,3,5,5,0,2,1,0,2,0,0,0,53990
675,5,5,8,7,3,1,1,0,2,1,0,0,0,0,1,52990
676,7,7,8,7,3,1,1,0,2,1,0,0,0,0,0,43990
677,5,5,8,7,3,1,1,0,2,1,2,1,3,0,0,59490
678,6,6,8,7,3,1,1,0,2,1,2,0,3,0,0,64990
679,3,3,8,7,3,1,1,0,2,1,0,2,3,0,0,47490
680,4,4,8,7,3,1,1,0,2,1,2,0,0,0,0,59990
681,5,5,8,7,3,1,1,0,2,1,2,0,3,0,0,69990
682,4,4,8,7,3,1,1,0,2,1,2,0,0,0,0,58990
683,3,3,8,7,3,1,1,0,2,1,0,2,0,0,0,59490
684,4,4,8,7,0,1,1,0,2,1,0,2,0,0,1,67500
685,4,4,8,7,3,1,1,0,2,0,0,0,3,0,0,48990
686,1,1,8,7,3,1,1,0,2,1,0,0,0,1,1,62450
687,1,1,8,7,3,1,1,0,2,1,0,0,0,0,0,58990
688,4,4,8,7,3,1,1,0,2,1,0,2,0,0,1,57999
689,1,1,8,7,0,1,1,0,2,1,0,0,3,0,0,56990
690,4,4,8,7,3,1,1,0,2,1,2,0,0,0,1,72990
691,4,4,8,7,0,1,1,0,2,1,0,0,0,0,1,65990
692,4,4,8,7,0,1,1,0,2,1,0,0,0,1,1,98020
693,4,4,8,7,0,1,1,0,2,1,1,0,0,0,1,63990
694,1,1,8,7,3,1,1,0,2,0,0,2,0,0,1,49890
695,3,3,8,7,3,1,1,0,2,1,0,2,0,0,1,49990
696,3,3,8,7,3,1,1,0,2,1,0,2,0,0,1,59490
697,4,4,8,7,3,1,1,0,2,1,0,0,0,1,1,73999
698,3,3,8,7,2,1,1,0,2,1,0,2,0,0,1,60990
699,3,3,8,7,2,1,1,0,2,1,3,0,3,0,0,76190
700,5,5,8,7,2,5,5,0,2,1,0,2,2,1,1,74798
701,1,1,8,7,2,1,1,0,2,1,0,0,0,0,0,58990
702,4,4,8,7,2,1,1,0,2,0,2,0,3,0,0,68100
703,5,5,8,7,2,1,1,0,2,1,0,2,0,1,1,77990
704,4,4,8,7,2,1,1,0,2,1,0,2,0,0,1,55090
705,1,1,8,7,2,5,5,0,2,1,0,0,3,1,0,91990
706,4,4,8,7,2,1,1,0,2,1,0,0,0,0,1,84208
707,7,7,8,7,2,1,1,0,2,1,0,0,0,0,0,44990
708,4,4,8,7,2,1,1,0,2,1,0,2,0,0,1,53490
709,5,5,8,7,2,1,1,0,2,1,2,0,3,0,0,76498
710,3,3,8,7,2,1,1,0,2,1,2,0,0,0,0,98920
711,6,6,8,7,2,1,1,0,2,1,0,0,3,0,0,54990
712,7,7,8,7,2,1,1,0,2,1,0,0,0,0,0,49990
713,4,4,8,7,2,1,1,0,2,0,0,0,3,0,0,52380
714,7,7,8,7,2,1,1,0,2,1,0,2,0,0,0,49990
715,4,4,8,7,2,1,1,0,2,1,0,2,0,0,1,52500
716,1,1,8,7,2,1,1,0,2,1,0,2,0,0,1,49990
717,7,7,8,7,2,1,1,0,2,1,0,2,0,0,0,75999
718,1,1,8,7,2,1,1,0,2,1,0,0,0,0,0,80990
719,5,5,8,7,2,1,1,0,2,0,0,0,0,0,0,59900
720,4,4,8,7,2,1,1,0,2,1,0,2,0,0,1,54590
721,3,3,8,7,2,1,1,0,2,1,0,0,0,1,1,75500
722,4,4,8,7,3,1,1,0,2,1,0,2,0,0,1,51890
723,1,1,8,7,0,1,1,0,2,1,0,0,0,0,0,78000
724,4,4,8,7,0,1,1,0,2,1,0,2,0,0,1,59999
725,4,4,8,7,3,1,1,0,2,1,2,1,0,0,1,64990
726,3,3,8,7,2,1,1,0,2,0,0,0,3,0,0,57900
727,5,5,8,7,2,5,5,0,2,1,0,2,2,1,1,81978
728,4,4,8,7,2,1,1,1,2,1,2,1,0,0,0,59990
729,3,3,8,7,3,1,1,1,2,1,0,0,3,0,0,49490
730,1,1,8,7,3,1,1,1,2,1,0,0,0,0,0,54990
731,5,5,8,7,3,1,1,1,2,1,2,0,3,0,0,68500
733,1,1,8,7,3,1,1,1,2,0,0,0,0,0,1,54990
734,5,5,8,7,3,1,1,1,2,1,0,1,0,0,1,63990
735,4,4,8,7,2,1,1,1,2,1,2,1,0,0,0,80000
736,3,3,8,7,2,1,1,1,2,0,0,0,3,0,0,51990
737,1,1,8,7,2,1,1,1,2,1,0,0,0,0,1,62990
738,4,4,8,7,2,1,1,1,2,1,0,2,0,0,0,52990
739,1,1,8,7,2,1,1,1,2,1,0,2,0,0,1,75100
740,1,1,9,7,0,1,1,0,2,0,2,1,3,0,0,76990
741,1,1,9,7,0,1,1,0,2,1,2,0,0,0,0,79990
742,1,1,9,7,3,1,1,0,2,1,2,0,3,0,0,71990
744,5,5,9,7,0,1,1,0,2,1,2,0,0,0,1,99990
745,1,1,9,7,0,1,1,0,2,1,0,0,0,0,0,79990
746,3,3,9,7,0,1,1,0,2,1,2,0,0,0,0,93990
747,1,1,9,7,0,1,1,0,2,1,2,1,3,0,0,82990
748,1,1,9,7,2,2,2,0,2,1,2,0,3,0,0,106990
749,1,1,9,7,2,1,1,0,2,1,0,0,0,0,0,92990
750,5,5,9,7,2,1,1,0,2,0,2,0,2,0,1,81490
751,1,1,9,7,2,1,1,0,2,1,0,0,0,0,1,56990
752,6,6,9,7,2,1,1,0,2,1,0,0,3,0,0,64990
753,5,5,9,7,2,1,1,0,2,1,0,0,0,0,1,60990
754,5,5,9,7,2,1,1,0,2,1,2,0,0,0,1,84988
755,4,4,9,7,2,1,1,0,2,1,2,0,0,0,0,90990
756,1,1,9,7,2,1,1,0,2,1,0,0,0,0,0,63990
757,5,5,9,7,2,1,1,0,2,1,0,0,0,0,1,63990
758,4,4,9,7,2,1,1,0,2,1,0,2,0,0,1,57999
759,1,1,9,7,2,1,1,0,2,0,2,0,3,0,0,72400
760,5,5,9,7,2,1,1,0,2,1,0,0,0,1,0,78990
761,7,7,9,7,2,1,1,0,2,1,0,2,0,0,0,59990
762,1,1,9,7,2,2,2,0,2,0,2,0,0,0,0,111990
763,4,4,9,7,2,1,1,0,2,0,0,0,3,1,0,109000
764,3,3,9,7,2,1,1,0,2,1,3,0,3,0,0,89990
765,5,5,9,7,2,1,1,0,2,1,0,0,2,1,1,78988
766,5,5,9,7,2,1,1,0,2,1,2,0,3,0,0,73138
767,5,5,9,7,2,1,1,0,2,1,2,0,0,0,0,106990
768,1,1,9,7,2,1,1,0,2,0,2,0,3,0,0,79990
769,3,3,9,7,2,1,1,0,2,1,0,0,0,1,1,89570
770,4,4,9,7,2,1,1,0,2,1,0,2,0,0,1,68500
771,5,5,9,7,0,1,1,0,2,1,0,0,0,0,0,73400
772,4,4,9,7,0,1,1,0,2,1,1,0,0,0,1,79990
773,4,4,9,7,0,1,1,0,2,1,2,1,0,0,1,84990
774,6,6,9,7,0,1,1,0,2,1,4,0,0,0,0,99990
775,1,1,9,7,3,5,5,0,2,1,2,0,3,0,0,72990
776,4,4,9,7,0,1,1,0,2,1,0,2,0,1,1,92990
777,4,4,9,7,0,1,1,0,2,1,0,2,0,0,1,84190
778,1,1,9,7,0,5,5,0,2,1,0,0,3,1,0,112990
779,1,1,9,7,2,2,2,0,2,0,2,0,0,0,0,114990
780,7,7,9,7,2,1,1,0,2,1,2,0,0,0,0,99990
781,1,1,9,7,2,1,1,0,2,0,2,1,3,0,0,95990
782,4,4,9,7,2,1,1,0,2,1,4,0,0,0,0,159990
783,1,1,9,7,2,1,1,0,2,1,0,0,0,0,1,76990
784,5,5,9,7,2,1,1,0,2,1,3,0,0,0,1,130990
785,1,1,9,7,2,1,1,0,2,1,0,0,0,0,0,99990
786,1,1,9,7,2,2,2,0,2,1,2,0,3,0,0,112990
787,5,5,9,7,2,1,1,0,2,1,0,0,0,0,1,77988
788,1,1,9,7,2,1,1,0,2,1,0,0,0,0,1,76000
789,1,1,9,7,2,5,5,0,2,1,2,0,0,1,0,99990
790,1,1,9,7,2,1,1,0,2,1,0,0,0,0,0,111000
791,1,1,9,7,0,5,5,0,2,1,0,2,0,0,1,84970
792,4,4,9,7,0,1,1,1,2,1,2,1,0,0,1,75990
793,7,7,9,7,0,1,1,1,2,1,3,0,0,0,0,89990
794,7,7,9,7,0,1,1,1,2,1,2,0,3,0,0,81990
795,5,5,9,7,2,1,1,1,2,0,0,0,3,0,0,80490
796,1,1,10,7,0,1,1,0,2,1,3,0,0,0,0,135990
797,1,1,10,7,0,1,1,0,2,0,0,0,0,0,0,154990
798,1,1,10,7,0,1,1,0,2,1,4,0,0,0,1,199990
799,1,1,10,7,0,1,1,0,2,1,2,0,3,0,0,114990
800,1,1,10,7,0,1,1,0,2,1,3,0,0,0,1,129990
801,1,1,10,7,0,5,5,0,2,1,2,0,0,1,1,114990
802,6,6,10,7,2,1,1,0,2,1,0,0,3,0,0,146990
803,1,1,10,7,2,1,1,0,2,1,0,0,0,0,0,104990
804,1,1,10,7,2,5,5,0,2,1,2,0,0,1,0,114990
805,1,1,10,7,2,5,5,0,2,1,2,0,0,1,1,124990
806,1,1,10,7,2,5,5,0,2,1,0,0,3,1,0,134990
807,4,4,10,7,2,1,1,0,2,1,4,0,0,0,1,141990
808,1,1,10,7,2,1,1,0,2,1,0,0,0,0,0,129990
809,1,1,10,7,2,5,5,0,2,1,2,0,0,1,1,142990
810,1,1,10,7,2,1,1,0,2,1,0,0,0,0,0,121990
812,1,1,10,7,2,1,1,0,2,1,3,0,3,0,0,141990
813,1,1,10,7,2,1,1,0,2,1,2,0,0,0,0,162990
814,1,1,10,7,2,1,1,0,2,1,0,0,0,0,0,130500
815,1,1,10,7,2,1,1,0,2,1,2,0,3,0,0,116990
816,1,1,10,7,2,1,1,0,2,0,3,0,3,0,0,138990
817,1,1,10,7,2,5,5,0,2,1,2,0,0,1,1,234990
818,1,1,10,7,2,1,1,0,2,1,0,0,0,0,0,135990
819,1,1,10,7,2,1,1,0,2,1,0,0,0,0,0,144990
820,1,1,10,7,2,1,1,0,2,1,2,0,0,0,0,149990
821,1,1,10,7,2,1,1,0,2,1,2,0,0,0,0,142990
822,5,5,8,0,3,1,1,0,0,1,0,2,3,0,0,57490
